Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,multiple sectors,empowering provincial institutions to serve as a link between communities and the central strategy and ensure that both are continuously aligned.,No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,multiple sectors,ensure the establishment of at least one training center for renewable energies,No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,multiple sectors,"promote and disseminate this strategy of re development together with the financing institutions, at various levels in the country (through lectures, seminars and workshops) and internationally in active countries in renewable energy matters",No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,energy,assistance to women for developing skills through the use of renewable energy technologies.,No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,multiple sectors,"launch a media campaign about renewable energies and its advantages, particularly as a means of bringing basic energy services to rural areas and boost solar thermal.",No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,energy,involvement of women in policy formulation and planning for renewable energies.,No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,energy,availability of more information related to alternative energy sources and technology.,No,Yes,No,"Information, educational, awareness",,
2,Angola,3,Atlas and National Strategy for the New Renewable Energies (2015-2025),Yes,multiple sectors,the subsidy for the installation of “solar or renewable villages”.,No,Yes,No,Economic instrument,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,multiple sectors,Installation of biomass plants – 500 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of mini-hydro – 100 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of hydroelectric power stations – 700 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of large-scale solar power plants (PV) – 104 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of mini-hydro – 100 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of hydroelectric power stations – 700 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of large-scale solar power plants (PV) – 104 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of small-scale solar panels (PV) (solar villages) – 100 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of small-scale solar panels in the industry – 2 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,energy,Installation of wind farms – 100 MW,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,waste management,Composting of municipal solid waste – 500 ton/day,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,forestry,Reforestation – 227 000 ha,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,environment,Reduce flaring – 295 MMSCF/day,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,fisheries and coastal management,Conduct studies on the impact of climate change on fishing productivity and coastal economies,No,No,No,"Information, educational, awareness",,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,environment,Develop community and school gardens,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,environment,Apply the national collection of local seeds in programs to improve and create adapted local varieties,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,coastal risk management,"Assess the defense capacity of existing protection structures in risk areas, including the analysis of the feasibility of new investments for the construction of protection structures against sea level rise",No,No,No,procedural instrument,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,disaster risk management,Develop forest fire prevention actions,No,No,No,soft instrument,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,environment,Improve the management of existing conservation areas and continue the process of creating new areas,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,water,Develop characterization studies of hydrographic basins and groundwater,No,No,No,"Information, educational, awareness",,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,water,Increase the number of meteorological and hydrometric stations to improve monitoring of rainfall and watersheds,No,No,No,innovation,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,water,Implement a water collection and storage system in drought-prone areas to ensure continuity of human supply and watering of livestock,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,waste water management,Improve existing wastewater collection and treatment systems and build new systems in underserved areas focusing on urban areas with a high concentration of population,No,No,No,direct provision,,
2,Angola,4,Updated Nationally Determined Contribution of Angola (2021-2030),Yes,disaster risk management,Map human settlements at risk of flooding and erosion.,No,No,No,"Information, educational, awareness",,
2,Angola,5,Action Plan of the Energy and Water Sector (2018-2022),Yes,energy,"Expanding access to electricity in urban areas, headquarters of municipality and rural areas",No,No,No,direct provision,,
2,Angola,5,Action Plan of the Energy and Water Sector (2018-2022),Yes,energy,Optimal and sustainable management of the electricity sector,No,No,No,innovation,,
2,Angola,5,Action Plan of the Energy and Water Sector (2018-2022),Yes,water,Expansion of the water supply in urban and rural areas,No,No,No,direct provision,,
2,Angola,5,Action Plan of the Energy and Water Sector (2018-2022),Yes,water,Sustainable management of the water sector,No,No,No,direct provision,,
2,Angola,5,Action Plan of the Energy and Water Sector (2018-2022),Yes,waste water management,Rehabilitation and expansion of collection systems and waste water treatment,No,No,No,direct provision,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,energy,promote alternative renewable energies for avoided deforestation,No,Yes,No,innovation,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,agriculture,promote SLM for increased agricultural yields,No,Yes,No,soft instrument,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,health,Ensure basic access to health services and health monitoring,No,Yes,No,procedural instrument,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,fishery,Study the vulnerability of the fisheries sector to climate change and current modifications,No,Yes,No,"Information, educational, awareness",,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,energy,Extend electricity grid to rural areas,No,Yes,No,direct provision,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,environment,revise sectoral laws for proactive adaptation,No,Yes,No,regulation,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,disaster risk management,Create an early warning system for flooding and storms,No,Yes,No,innovation,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,multiple sectors,National institutional mechanism for adaptation planning and mainstreaming,No,Yes,No,soft instrument,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,environment,soil erosion control through organic methods,No,Yes,No,direct provision,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,agriculture,diversify crops to less climate sensitive cultures,No,Yes,No,direct provision,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,agriculture,varieties adapted to local conditions,No,Yes,No,direct provision,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,multiple sectors,Climate monitoring and data management system,No,Yes,No,procedural instrument,,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,health,Study the implication of climate change on disease patterns for humans and livestock,No,Yes,No,"Information, educational, awareness",,
2,Angola,6,National Adaptation Programme of Action (NAPA) (2011-2030),Yes,water,Increase water availability through village-level wells and boreholes,No,Yes,No,direct provision,,
